UDI,Asset ID,Asset Name,Make / Model,Equipment Class,Criticality Tier,Location,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5614,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M20473,M,303.0,312.3,1483,38.8,114,0,0,0,0,0,0
5615,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H35028,H,303.0,312.2,1624,28.8,117,0,0,0,0,0,0
5616,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M20475,M,303.0,312.2,1257,71.3,122,1,0,0,1,0,0
5617,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L52796,L,303.0,312.3,1480,41.4,125,0,0,0,0,0,0
5618,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L52797,L,303.1,312.4,1404,61.5,127,1,0,0,1,0,0
5619,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M20478,M,303.0,312.4,1645,29.6,129,0,0,0,0,0,0
5620,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L52799,L,303.0,312.3,1932,21.9,132,0,0,0,0,0,0
5621,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L52800,L,303.0,312.3,1533,38.5,134,0,0,0,0,0,0
5622,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M20481,M,302.9,312.2,1292,54.4,136,0,0,0,0,0,0
5623,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L52802,L,302.9,312.2,1571,40.6,139,0,0,0,0,0,0
5624,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L52803,L,302.9,312.3,1578,36.3,141,0,0,0,0,0,0
5625,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20484,M,302.8,312.2,1469,36.9,143,0,0,0,0,0,0
5626,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L52805,L,302.7,312.1,1728,24.4,146,0,0,0,0,0,0
5627,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H35040,H,302.7,312.1,1603,32.5,148,0,0,0,0,0,0
5628,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L52807,L,302.7,312.1,1597,39.8,153,0,0,0,0,0,0
5629,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L52808,L,302.7,312.1,1688,32.0,155,0,0,0,0,0,0
5630,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L52809,L,302.7,312.2,1405,51.4,157,0,0,0,0,0,0
5631,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M20490,M,302.8,312.2,1615,32.9,159,0,0,0,0,0,0
5632,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L52811,L,302.8,312.2,1515,36.8,162,0,0,0,0,0,0
5633,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L52812,L,302.7,312.2,1376,52.8,164,0,0,0,0,0,0
5634,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L52813,L,302.7,312.2,1447,47.5,166,0,0,0,0,0,0
5635,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M20494,M,302.6,312.2,1353,56.5,168,0,0,0,0,0,0
5636,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L52815,L,302.6,312.1,1502,47.3,171,0,0,0,0,0,0
5637,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L52816,L,302.6,312.0,1447,45.5,173,0,0,0,0,0,0
5638,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20497,M,302.5,312.0,1487,46.1,175,0,0,0,0,0,0
5639,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L52818,L,302.6,312.1,1519,38.1,178,0,0,0,0,0,0
5640,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L52819,L,302.6,312.1,1668,28.7,180,0,0,0,0,0,1
5641,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L52820,L,302.6,312.1,1420,51.6,182,0,0,0,0,0,0
5642,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52821,L,302.6,312.1,1473,37.3,184,0,0,0,0,0,0
5643,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L52822,L,302.5,312.0,1495,38.8,186,0,0,0,0,0,0
5644,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L52823,L,302.5,312.0,1574,42.0,188,0,0,0,0,0,0
5645,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L52824,L,302.5,312.0,1383,51.3,190,0,0,0,0,0,0
5646,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20505,M,302.5,312.0,1591,29.4,192,0,0,0,0,0,0
5647,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20506,M,302.4,311.8,1644,37.2,195,0,0,0,0,0,0
5648,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H35061,H,302.5,311.8,2370,14.7,198,0,0,0,0,0,0
5649,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L52828,L,302.5,311.9,1401,44.9,203,0,0,0,0,0,0
5650,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M20509,M,302.5,311.9,1414,51.6,205,0,0,0,0,0,0
5651,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52830,L,302.5,312.0,1456,46.3,208,0,0,0,0,0,0
5652,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M20511,M,302.5,312.0,1447,45.7,210,0,0,0,0,0,0
5653,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L52832,L,302.4,311.8,1727,26.5,213,0,0,0,0,0,0
5654,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52833,L,302.4,311.7,1495,36.8,215,0,0,0,0,0,0
5655,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L52834,L,302.3,311.6,1544,34.3,0,0,0,0,0,0,0
5656,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52835,L,302.3,311.5,1387,47.3,2,0,0,0,0,0,0
5657,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20516,M,302.3,311.5,1316,47.2,4,0,0,0,0,0,0
5658,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L52837,L,302.3,311.5,1794,26.1,7,0,0,0,0,0,0
5659,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M20518,M,302.2,311.4,1372,55.1,9,0,0,0,0,0,0
5660,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20519,M,302.3,311.5,1674,30.0,12,0,0,0,0,0,0
5661,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52840,L,302.2,311.4,1477,41.7,15,0,0,0,0,0,0
5662,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L52841,L,302.2,311.4,1397,53.0,17,0,0,0,0,0,0
5663,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L52842,L,302.2,311.5,1616,34.0,19,0,0,0,0,0,0
5664,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20523,M,302.3,311.5,1530,42.3,21,0,0,0,0,0,0
5665,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M20524,M,302.2,311.4,1539,35.1,24,0,0,0,0,0,0
5666,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L52845,L,302.3,311.4,1845,21.9,27,0,0,0,0,0,0
5667,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L52846,L,302.2,311.4,1430,43.1,29,0,0,0,0,0,0
5668,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L52847,L,302.2,311.4,2080,19.2,31,0,0,0,0,0,0
5669,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20528,M,302.2,311.4,1432,45.3,33,0,0,0,0,0,0
5670,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20529,M,302.2,311.5,1479,39.5,36,0,0,0,0,0,0
5671,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L52850,L,302.2,311.5,1424,45.2,39,0,0,0,0,0,0
5672,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H35085,H,302.2,311.6,1534,37.2,41,0,0,0,0,0,0
5673,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H35086,H,302.1,311.6,1701,26.2,46,0,0,0,0,0,0
5674,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0
5675,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M20534,M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0
5676,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20535,M,302.3,311.7,1453,42.5,56,0,0,0,0,0,0
5677,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L52856,L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0
5678,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L52857,L,302.3,311.8,1281,51.7,61,0,0,0,0,0,0
5679,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20538,M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0
5680,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20539,M,302.2,311.7,1466,49.0,66,0,0,0,0,0,0
5681,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M20540,M,302.2,311.6,1386,50.5,69,0,0,0,0,0,0
5682,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L52861,L,302.2,311.6,1383,44.3,72,0,0,0,0,0,0
5683,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H35096,H,302.3,311.6,1441,53.9,74,0,0,0,0,0,0
5684,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M20543,M,302.2,311.6,1592,37.7,79,0,0,0,0,0,0
5685,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H35098,H,302.2,311.6,1594,36.8,82,0,0,0,0,0,0
5686,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52865,L,302.2,311.5,1482,45.6,87,0,0,0,0,0,0
5687,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L52866,L,302.2,311.6,1658,31.4,89,0,0,0,0,0,0
5688,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L52867,L,302.3,311.7,2170,18.2,91,0,0,0,0,0,0
5689,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M20548,M,302.3,311.7,1423,44.6,93,0,0,0,0,0,0
5690,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52869,L,302.4,311.8,1543,31.1,96,0,0,0,0,0,0
5691,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52870,L,302.3,311.8,1435,44.8,98,0,0,0,0,0,0
5692,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L52871,L,302.4,311.8,1320,56.4,100,0,0,0,0,0,0
5693,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20552,M,302.4,311.9,1313,55.7,102,0,0,0,0,0,0
5694,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M20553,M,302.4,311.8,1453,42.1,105,0,0,0,0,0,0
5695,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52874,L,302.4,311.8,1508,45.7,108,0,0,0,0,0,0
5696,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L52875,L,302.4,311.8,1451,42.0,110,0,0,0,0,0,0
5697,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H35110,H,302.5,311.9,1595,34.6,112,0,0,0,0,0,0
5698,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L52877,L,302.5,311.9,1354,49.4,117,0,0,0,0,0,0
5699,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52878,L,302.5,311.9,1265,59.8,119,0,0,0,0,0,0
5700,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L52879,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0
5701,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L52880,L,302.5,311.9,1497,41.6,123,0,0,0,0,0,0
5702,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M20561,M,302.5,311.9,1347,54.3,125,0,0,0,0,0,0
5703,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52882,L,302.3,311.7,1544,43.2,128,0,0,0,0,0,0
5704,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H35117,H,302.3,311.7,1456,45.4,130,0,0,0,0,0,0
5705,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L52884,L,302.5,311.8,1335,52.7,135,0,0,0,0,0,0
5706,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L52885,L,302.4,311.9,1452,43.1,137,0,0,0,0,0,0
5707,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L52886,L,302.4,311.9,1290,70.0,139,1,0,0,1,0,0
5708,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L52887,L,302.4,311.8,1448,43.4,141,0,0,0,0,0,0
5709,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L52888,L,302.3,311.7,1611,38.6,143,0,0,0,0,0,0
5710,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L52889,L,302.2,311.7,1556,38.6,145,0,0,0,0,0,0
5711,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H35124,H,302.2,311.7,1413,46.5,147,0,0,0,0,0,0
5712,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L52891,L,302.2,311.6,1545,35.9,152,0,0,0,0,0,0
5713,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L52892,L,302.2,311.7,1330,54.6,154,0,0,0,0,0,0
5714,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L52893,L,302.2,311.9,1596,38.0,156,0,0,0,0,0,0
5715,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L52894,L,302.2,311.8,1618,36.0,158,0,0,0,0,0,0
5716,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H35129,H,302.2,311.9,1597,35.8,160,0,0,0,0,0,0
5717,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52896,L,302.3,312.0,1354,52.2,165,0,0,0,0,0,0
5718,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L52897,L,302.3,312.0,1746,28.1,167,0,0,0,0,0,0
5719,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52898,L,302.4,312.0,1621,32.5,169,0,0,0,0,0,0
5720,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L52899,L,302.3,312.0,1398,43.3,171,0,0,0,0,0,0
5721,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L52900,L,302.3,311.9,1434,51.9,173,0,0,0,0,0,0
5722,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M20581,M,302.3,311.8,1443,43.4,175,0,0,0,0,0,0
5723,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L52902,L,302.2,311.7,1488,44.6,178,0,0,0,0,0,0
5724,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20583,M,302.3,311.8,1475,48.0,180,0,0,0,0,0,0
5725,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L52904,L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0
5726,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20585,M,302.3,311.8,1557,34.1,185,0,0,0,0,0,0
5727,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M20586,M,302.4,311.9,1398,50.1,188,0,0,0,0,0,0
5728,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M20587,M,302.3,311.8,1559,34.4,191,0,0,0,0,0,0
5729,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20588,M,302.4,311.9,1422,46.4,194,0,0,0,0,0,0
5730,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M20589,M,302.3,311.8,1463,35.7,197,0,0,0,0,0,0
5731,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L52910,L,302.3,311.7,1793,25.3,200,0,0,0,0,0,0
5732,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L52911,L,302.2,311.6,1872,20.4,202,0,0,0,0,0,0
5733,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L52912,L,302.2,311.7,1412,44.5,204,0,0,0,0,0,0
5734,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L52913,L,302.3,311.8,1487,43.2,206,0,0,0,0,0,0
5735,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52914,L,302.3,311.8,1369,56.2,208,1,0,0,0,1,0
5736,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L52915,L,302.4,311.8,1673,30.1,210,0,0,0,0,0,0
5737,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20596,M,302.4,311.9,1439,36.6,212,0,0,0,0,0,0
5738,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52917,L,302.3,311.8,1574,42.8,215,0,0,0,0,0,0
5739,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52918,L,302.3,311.7,1281,48.8,0,0,0,0,0,0,0
5740,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20599,M,302.2,311.7,1653,31.4,2,0,0,0,0,0,0
5741,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M20600,M,302.3,311.7,1535,38.3,5,0,0,0,0,0,0
5742,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M20601,M,302.3,311.7,1483,40.5,8,0,0,0,0,0,0
5743,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52922,L,302.3,311.7,1414,47.0,11,0,0,0,0,0,0
5744,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M20603,M,302.2,311.6,1379,42.9,13,0,0,0,0,0,0
5745,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H35158,H,302.2,311.5,1482,42.6,16,0,0,0,0,0,0
5746,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52925,L,302.1,311.5,1987,20.1,21,0,0,0,0,0,0
5747,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20606,M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0
5748,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52927,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0
5749,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M20608,M,302.2,311.7,1576,34.0,28,0,0,0,0,0,0
5750,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H35163,H,302.2,311.8,1330,62.4,31,0,0,0,0,0,0
5751,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L52930,L,302.2,311.8,1981,21.8,36,0,0,0,0,0,0
5752,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H35165,H,302.3,311.8,1475,42.8,38,0,0,0,0,0,0
5753,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H35166,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0
5754,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52933,L,302.2,311.6,1416,54.1,48,0,0,0,0,0,0
5755,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L52934,L,302.1,311.5,1727,27.7,50,0,0,0,0,0,0
5756,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L52935,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0
5757,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M20616,M,302.0,311.5,1366,52.3,54,0,0,0,0,0,0
5758,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L52937,L,301.9,311.3,1366,55.6,57,0,0,0,0,0,0
5759,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L52938,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0
5760,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L52939,L,301.8,311.3,1551,35.8,61,0,0,0,0,0,0
5761,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M20620,M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0
5762,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L52941,L,301.9,311.2,1369,49.8,66,0,0,0,0,0,0
5763,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L52942,L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0
5764,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H35177,H,301.8,311.2,1451,39.4,70,0,0,0,0,0,0
5765,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L52944,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0
5766,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L52945,L,301.7,311.3,1708,30.5,77,0,0,0,0,0,0
5767,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20626,M,301.7,311.2,1413,42.6,79,0,0,0,0,0,0
5768,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20627,M,301.6,311.2,1415,46.5,82,0,0,0,0,0,0
5769,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52948,L,301.7,311.3,1421,45.9,85,0,0,0,0,0,0
5770,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L52949,L,301.7,311.3,1348,51.0,87,0,0,0,0,0,0
5771,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L52950,L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0
5772,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L52951,L,301.6,311.2,1525,43.7,91,0,0,0,0,0,0
5773,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L52952,L,301.6,311.3,1706,29.9,93,0,0,0,0,0,0
5774,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H35187,H,301.6,311.2,1395,46.8,95,0,0,0,0,0,0
